Score Type,Score
Genuine,0.034898776561021805
Genuine,0.20003855228424072
Genuine,0.09439817816019058
Genuine,0.02095760405063629
Genuine,0.16863331198692322
Genuine,0.21551065146923065
Genuine,0.04790707305073738
Genuine,0.12547817826271057
Genuine,0.05689746141433716
Genuine,0.11972656846046448
Genuine,0.33620381355285645
Genuine,0.12733836472034454
Genuine,0.11894643306732178
Genuine,0.36027318239212036
Genuine,0.28255993127822876
Genuine,0.07249893993139267
Genuine,0.30391383171081543
Genuine,0.07359454780817032
Genuine,0.3605782389640808
Genuine,0.3579850196838379
Genuine,0.07633817195892334
Genuine,0.06989774107933044
Genuine,0.0622977651655674
Genuine,0.1363760232925415
Genuine,0.16111543774604797
Genuine,0.03473060950636864
Genuine,0.17806902527809143
Genuine,0.143167644739151
Genuine,0.07068533450365067
Genuine,0.06611467152833939
Genuine,0.07445985078811646
Genuine,0.07782309502363205
Genuine,0.11501911282539368
Genuine,0.03882024809718132
Genuine,0.050813037902116776
Genuine,0.044427987188100815
Genuine,0.12943853437900543
Genuine,0.025980394333600998
Genuine,0.10947861522436142
Genuine,0.09641540795564651
Genuine,0.15126453340053558
Genuine,0.08486545830965042
Genuine,0.4441227316856384
Genuine,0.17199023067951202
Genuine,0.10623183846473694
Genuine,0.18745513260364532
Genuine,0.06670913845300674
Genuine,0.22296126186847687
Genuine,0.009207182563841343
Genuine,0.13609635829925537
Genuine,0.12439844757318497
Genuine,0.09033570438623428
Genuine,0.07776243984699249
Genuine,0.02815840393304825
Genuine,0.5214864015579224
Genuine,0.09730138629674911
Genuine,0.24689193069934845
Genuine,0.19214212894439697
Genuine,0.2722133696079254
Genuine,0.11023620516061783
Genuine,0.0360320582985878
Genuine,0.04972587153315544
Genuine,0.2501184046268463
Genuine,0.07365724444389343
Genuine,0.34701797366142273
Genuine,0.058628667145967484
Genuine,0.2848934829235077
Genuine,0.12167142331600189
Genuine,0.08704987168312073
Genuine,0.22466781735420227
Genuine,0.08987604081630707
Genuine,0.06180166080594063
Genuine,0.06966032832860947
Genuine,0.1450565904378891
Genuine,0.06845932453870773
Genuine,0.17990630865097046
Genuine,0.15102197229862213
Genuine,0.06232725828886032
Genuine,0.06276362389326096
Genuine,0.10129755735397339
Genuine,0.05627448484301567
Genuine,0.09473281353712082
Genuine,0.06611012667417526
Genuine,0.4787535071372986
Genuine,0.10026948899030685
Genuine,0.052874404937028885
Genuine,0.5134820938110352
Genuine,0.14839167892932892
Genuine,0.09825234860181808
Genuine,0.5325288772583008
Genuine,0.09788129478693008
Genuine,0.32803216576576233
Genuine,0.06630699336528778
Genuine,0.09203103929758072
Genuine,0.09656306356191635
Genuine,0.16598524153232574
Genuine,0.23606298863887787
Genuine,0.04305605962872505
Genuine,0.06416039913892746
Genuine,0.6122324466705322
Genuine,0.05884361267089844
Genuine,0.04334355145692825
Genuine,0.02217739075422287
Genuine,0.10322913527488708
Genuine,0.0692637488245964
Genuine,0.13838040828704834
Genuine,0.1445787250995636
Genuine,0.28870588541030884
Genuine,0.06641862541437149
Genuine,0.2412319928407669
Genuine,0.09173870831727982
Genuine,0.029707852751016617
Genuine,0.026752319186925888
Genuine,0.21698614954948425
Genuine,0.09196656942367554
Genuine,0.01579112932085991
Genuine,0.17043852806091309
Genuine,0.1274937391281128
Genuine,0.09911313652992249
Genuine,0.08583764731884003
Genuine,0.2118801772594452
Genuine,0.11602221429347992
Genuine,0.0779939740896225
Genuine,0.11304052174091339
Genuine,0.07438915222883224
Genuine,0.22362178564071655
Genuine,0.16673235595226288
Genuine,0.1450669914484024
Genuine,0.11781364679336548
Genuine,0.16843675076961517
Genuine,0.1450088918209076
Genuine,0.16928152740001678
Genuine,0.29564911127090454
Genuine,0.027932116761803627
Genuine,0.19386114180088043
Genuine,0.07626340538263321
Genuine,0.0003162277571391314
Genuine,0.07629236578941345
Genuine,0.0003162277571391314
Genuine,0.03439613804221153
Genuine,0.028036195784807205
Genuine,0.13934341073036194
Genuine,0.08833960443735123
Genuine,0.027886606752872467
Genuine,0.08306507021188736
Genuine,0.1571355015039444
Genuine,0.15167979896068573
Genuine,0.11924117058515549
Genuine,0.08185967057943344
Genuine,0.21081708371639252
Genuine,0.10857661068439484
Genuine,0.12046712636947632
Genuine,0.08798304200172424
Genuine,0.17923204600811005
Genuine,0.12209483981132507
Genuine,0.16985298693180084
Genuine,0.1651538908481598
Genuine,0.15824154019355774
Genuine,0.128012552857399
Genuine,0.1530241072177887
Genuine,0.04000995308160782
Genuine,0.3373185992240906
Genuine,0.13189797103405
Genuine,0.08027831465005875
Genuine,0.05870264023542404
Genuine,0.12936066091060638
Genuine,0.07445938140153885
Genuine,0.19501709938049316
Genuine,0.1332789808511734
Genuine,0.10188920795917511
Genuine,0.18439216911792755
Genuine,0.031213359907269478
Genuine,0.10194635391235352
Genuine,0.16577236354351044
Genuine,0.3909476697444916
Genuine,0.0482572503387928
Genuine,0.173488050699234
Genuine,0.12483692169189453
Genuine,0.12545455992221832
Genuine,0.081684909760952
Genuine,0.01774294674396515
Genuine,0.1102343201637268
Genuine,0.08660335838794708
Genuine,0.15201523900032043
Genuine,0.08944444358348846
Genuine,0.047329340130090714
Genuine,0.2897724509239197
Genuine,0.014663953334093094
Genuine,0.11850620061159134
Genuine,0.08906052261590958
Genuine,0.20923836529254913
Genuine,0.0777125358581543
Genuine,0.12377136200666428
Genuine,0.03949930891394615
Genuine,0.20593085885047913
Genuine,0.13894765079021454
Genuine,0.2988135814666748
Genuine,0.13777270913124084
Genuine,0.0707881897687912
Genuine,0.2935568690299988
Genuine,0.16800838708877563
Genuine,0.021513763815164566
Genuine,0.16275013983249664
Genuine,0.06259110569953918
Genuine,0.04422711580991745
Genuine,0.011843266896903515
Genuine,0.0768277570605278
Genuine,0.08459135890007019
Genuine,0.06856825202703476
Genuine,0.06424091756343842
Genuine,0.5718457102775574
Genuine,0.13351209461688995
Genuine,0.04943820461630821
Genuine,0.06877683848142624
Genuine,0.09907708317041397
Genuine,0.07061173766851425
Genuine,0.17148055136203766
Genuine,0.08096204698085785
Genuine,0.1204456314444542
Genuine,0.1578017771244049
Genuine,0.03325439989566803
Genuine,0.05740927532315254
Genuine,0.19146105647087097
Genuine,0.06756821274757385
Genuine,0.313049852848053
Genuine,0.06019444018602371
Genuine,0.15785053372383118
Genuine,0.13475343585014343
Genuine,0.05403229966759682
Genuine,0.1972556710243225
Genuine,0.1703503578901291
Genuine,0.09744561463594437
Genuine,0.13112282752990723
Genuine,0.1925939917564392
Genuine,0.19774995744228363
Genuine,0.3098839521408081
Genuine,0.1375562995672226
Genuine,0.06345461308956146
Genuine,0.6524224281311035
Genuine,0.32027143239974976
Genuine,0.015392226167023182
Genuine,0.30786165595054626
Genuine,0.17327070236206055
Genuine,0.10968956351280212
Genuine,0.0981370061635971
Genuine,0.06473460048437119
Genuine,0.09983512759208679
Genuine,0.06356818974018097
Genuine,0.19447968900203705
Genuine,0.04119828715920448
Genuine,0.06090512499213219
Genuine,0.04895742982625961
Genuine,0.14906920492649078
Genuine,0.03095359355211258
Genuine,0.12497270107269287
Genuine,0.23510204255580902
Genuine,0.1160009503364563
Genuine,0.06668630242347717
Genuine,0.07091306895017624
Genuine,0.12102379649877548
Genuine,0.22231048345565796
Genuine,0.11794711649417877
Genuine,0.11433511972427368
Genuine,0.06719834357500076
Genuine,0.09170395135879517
Genuine,0.31968626379966736
Genuine,0.24544623494148254
Genuine,0.05329268053174019
Genuine,0.1876913607120514
Genuine,0.03650049865245819
Genuine,0.31482571363449097
Genuine,0.04532548040151596
Genuine,0.12572081387043
Genuine,0.20496949553489685
Genuine,0.12981726229190826
Genuine,0.2300734668970108
Genuine,0.052950192242860794
Genuine,0.09517276287078857
Genuine,0.39972954988479614
Genuine,0.07619787007570267
Genuine,0.05363433063030243
Genuine,0.11360084265470505
Genuine,0.07017102092504501
Genuine,0.24916495382785797
Genuine,0.07056904584169388
Genuine,0.055315591394901276
Genuine,0.08180125802755356
Genuine,0.1213027611374855
Genuine,0.05468881130218506
Genuine,0.10510900616645813
Genuine,0.044634077697992325
Genuine,0.12834705412387848
Genuine,0.21449647843837738
Genuine,0.13314250111579895
Genuine,0.1276562362909317
Genuine,0.023340720683336258
Genuine,0.0834851935505867
Genuine,0.04028485715389252
Genuine,0.12830975651741028
Genuine,0.12112118303775787
Genuine,0.2270498126745224
Genuine,0.04188741371035576
Genuine,0.10714364051818848
Genuine,0.022903786972165108
Genuine,0.07165130972862244
Genuine,0.14483189582824707
Genuine,0.10580730438232422
Genuine,0.040526147931814194
Genuine,0.053917065262794495
Genuine,0.1455455720424652
Genuine,0.05460424721240997
Genuine,0.13631436228752136
Genuine,0.044242337346076965
Genuine,0.11903803050518036
Genuine,0.12480448186397552
Genuine,0.02829843759536743
Genuine,0.10631398111581802
Genuine,0.10768314450979233
Genuine,0.08147186040878296
Genuine,0.11050588637590408
Impostor,0.2054511308670044
Impostor,0.09059388190507889
Impostor,0.5918997526168823
Impostor,0.8640880584716797
Impostor,0.09381651133298874
Impostor,0.1588003784418106
Impostor,0.20504964888095856
Impostor,0.3163571059703827
Impostor,0.4845861494541168
Impostor,0.49544718861579895
Impostor,0.3139031231403351
Impostor,0.07299832999706268
Impostor,0.272390216588974
Impostor,0.7262162566184998
Impostor,0.5714939832687378
Impostor,0.6730815172195435
Impostor,0.5923879742622375
Impostor,0.14917665719985962
Impostor,0.24361075460910797
Impostor,0.5048447251319885
Impostor,0.08925053477287292
Impostor,0.13008110225200653
Impostor,0.593843400478363
Impostor,0.11260531097650528
